n.id,n.degree,n.eigenvector,n.pagerank,n.closeness,n.betweenness,n.pregel_auth,n.pregel_hub
0,347.0,2.9276082648135517,24.498149466514583,0.35334266713335666,1192496.1130793788,0.00003313349648170035,0.000033133496481700345
1,17.0,0.26692552105705586,0.9214360735597439,0.2613761408505405,22.6856431722811,5.970600698132177e-7,5.970600698132178e-7
2,10.0,0.15117572347133473,0.7842105555246234,0.26125776397515527,0.6190476190476191,2.1657746985872192e-7,2.165774698587219e-7
3,17.0,0.34193782206238593,0.8840060391201406,0.2613761408505405,13.734469696969697,6.559843277247517e-7,6.559843277247515e-7
4,10.0,0.13082662638182724,0.9203531809980633,0.26125776397515527,1.5,2.169066345961865e-7,2.1690663459618644e-7
5,13.0,0.21857139202881554,0.7937242446292657,0.2613084837895554,17.980158730158728,0.0000011760076670233658,0.0000011760076670233654
6,6.0,0.11512869523141418,0.6965661510475911,0.26119016817593793,0.2,2.1057324828297893e-7,2.105732482829789e-7
7,20.0,0.4295409118589025,1.0286418152711123,0.2747686445291236,1388.0523617692604,0.000025672049814403664,0.000025672049814403657
8,8.0,0.11866241503661897,0.9159446329183992,0.2612239617026782,2.25,2.1311884158716369e-7,2.1311884158716363e-7
9,57.0,0.8596867972306602,2.338878619595198,0.2620546433902265,134.11359319779032,0.0000022031992276269566,0.000002203199227626956
10,10.0,0.26207539998937973,0.5297536615544233,0.26125776397515527,0.4064543302701198,7.637201488985997e-7,7.637201488985995e-7
13,31.0,0.5827854847358314,1.2899101809161948,0.26161321671525756,14.363753703471795,0.0000010949312268231465,0.0000010949312268231463
14,15.0,0.17783844378407748,1.1106442384087127,0.2613423079412336,4.5504329004329005,2.2350467478351648e-7,2.2350467478351646e-7
16,9.0,0.1924453724590141,0.5234469824266853,0.2612408617454875,1.6284663865546218,2.548376936792695e-7,2.5483769367926946e-7
17,13.0,0.1691788372241892,1.0015441350173204,0.2613084837895554,3.347222222222222,2.2079962965346148e-7,2.2079962965346146e-7
19,16.0,0.16488584230773468,1.4715580501768273,0.2613592233009709,41.266666666666666,2.2441266052133014e-7,2.2441266052133011e-7
20,15.0,0.17281052955712012,1.1285243812380943,0.2613423079412336,5.537337662337663,2.2334505868075272e-7,2.2334505868075267e-7
21,65.0,1.0897352229927666,2.696971206075978,0.2756125861715924,7645.5581645346565,0.000025949241139567222,0.00002594924113956722
22,11.0,0.1947890038573466,0.643104643058905,0.2612746683921061,5.463418014733803,0.0000010294025498929418,0.0000010294025498929416
23,17.0,0.1526167712642011,1.570813528099097,0.2613761408505405,55.916666666666664,2.2567972306333297e-7,2.256797230633329e-7
24,16.0,0.20726296872126154,0.8883938370723629,0.2613592233009709,1.114484126984127,2.4159744229668306e-7,2.41597442296683e-7
25,69.0,0.9120457339496345,3.122663989948342,0.26225888160031174,439.166654090123,0.00000208050654260089,0.0000020805065426008895
26,68.0,1.028729392937402,2.6963535512972157,0.26224184959085595,157.75170517436894,0.000002321841503089282,0.0000023218415030892818
27,5.0,0.1462443399483338,0.390106550580822,0.2611732746911584,0.25,3.783735393918835e-7,3.7837353939188344e-7
28,13.0,0.1659928312488948,0.9831961035029964,0.2613084837895554,3.107178932178932,2.2069607147398275e-7,2.2069607147398272e-7
29,13.0,0.23037185740349214,0.7523962425679201,0.2613084837895554,11.374157654514796,2.856870779980053e-7,2.8568707799800524e-7
30,17.0,0.33714469799962826,0.8297743006609379,0.2613761408505405,11.16208407089986,9.552541190476694e-7,9.552541190476692e-7
31,23.0,0.3936383364849068,1.1697349906025918,0.2614776921582594,40.20449385704603,0.0000014448436468113782,0.0000014448436468113778
32,6.0,0.12043083985653354,0.575728771800641,0.26119016817593793,0.0,2.1073954755542938e-7,2.1073954755542935e-7
33,2.0,0.10305856804526499,0.36423123237618715,0.26112260734609416,0.0,2.0532123093818166e-7,2.0532123093818164e-7
34,5.0,0.31573709337464534,0.36418036443646995,0.3033125516412529,29359.550512754402,0.0000040369495355048105,0.0000040369495355048105
35,2.0,0.10562313165575617,0.2897265177074587,0.26112260734609416,0.0,2.0540384542117424e-7,2.0540384542117421e-7
36,11.0,0.15382192241087905,0.7223750095814465,0.2612746683921061,0.2222222222222222,2.287796395935951e-7,2.2877963959359505e-7
38,9.0,0.18655771771806867,0.5552319926471682,0.2612408617454875,5.986268472906404,7.149747036599118e-7,7.149747036599117e-7
39,15.0,0.28690756117941346,0.7625160710653287,0.2613423079412336,7.782806856026669,4.795423795461562e-7,4.795423795461561e-7
40,44.0,0.6965249454254892,1.9331951382919212,0.26183374400207493,112.44758411823054,0.0000017753744897224012,0.0000017753744897224008
41,24.0,0.20999037200192033,1.789607325522229,0.26149462504856885,38.09047619047619,2.3547382693052338e-7,2.3547382693052336e-7
44,6.0,0.13232864364743518,0.531646873326099,0.26119016817593793,0.0,2.1111533520946822e-7,2.111153352094682e-7
45,12.0,0.2650412021455342,0.6258833138010234,0.2612915749967646,2.4650543900543895,7.656505465058075e-7,7.656505465058074e-7
46,5.0,0.11855654934398714,0.516541597232572,0.2611732746911584,0.0,2.0956272910401946e-7,2.095627291040194e-7
47,2.0,0.10336565683757655,0.3190629833523417,0.26112260734609416,0.0,2.0626964065295207e-7,2.0626964065295205e-7
48,22.0,0.31647059897874824,1.141584564271034,0.26146076146076147,43.124176461268114,4.753682604737575e-7,4.753682604737573e-7
49,4.0,0.10684361345919953,0.613224033030565,0.26115638339154057,1.5,2.0787486928392444e-7,2.078748692839244e-7
50,11.0,0.22929234291734174,0.5996546200010925,0.2612746683921061,4.185767404474499,4.391986551606459e-7,4.391986551606459e-7
51,7.0,0.14938572117380927,0.5509966883051677,0.2612070638463031,0.75,2.3271447992429913e-7,2.3271447992429907e-7
52,2.0,0.1038221487048024,0.3250369196292012,0.26112260734609416,0.0,2.0534568319800407e-7,2.0534568319800404e-7
53,31.0,0.33522298534296097,1.617191320599523,0.26161321671525756,88.42887910301704,9.232469156896196e-7,9.232469156896196e-7
54,8.0,0.17210603222849313,0.5285288918297738,0.2612239617026782,2.9440476190476192,2.4703139602284754e-7,2.4703139602284754e-7
55,17.0,0.40738971983739175,0.7719109264202417,0.2613761408505405,1.4802482045449756,9.90450677744711e-7,9.904506777447107e-7
56,78.0,1.2516812721761372,3.132476650102763,0.27585735756250856,8844.048308695372,0.00002634883956291241,0.0000263488395629124
57,15.0,0.22218168403233035,0.8329938009832404,0.2613423079412336,12.518686868686867,4.1395270887314364e-7,4.1395270887314364e-7
58,12.0,3.0795062143694114,0.8408575497232958,0.3974018305284913,687594.9833746752,0.0005890358357495485,0.0005890358357495484
59,19.0,0.37033407655837364,0.8763387234619586,0.2614099825208778,5.929470868369966,5.108247764787582e-7,5.108247764787582e-7
60,8.0,0.2280186675030738,0.46345178101910284,0.2612239617026782,0.6150635913793808,7.320134521353529e-7,7.320134521353527e-7
61,3.0,0.10913241646778189,0.39158179262303755,0.2611394942766604,0.5,2.0673541098069086e-7,2.0673541098069084e-7
62,26.0,0.4676540280225883,1.1487776389796633,0.26152849740932643,23.360579615478322,0.0000010396859016719218,0.0000010396859016719218
63,6.0,0.19363607403794886,0.38464187128993227,0.26119016817593793,0.0,4.056473957253905e-7,4.0564739572539045e-7
64,7.0,0.1505373959204182,0.5605621373862962,0.2790408403012922,104.50338827838952,2.5797615972404215e-7,2.579761597240421e-7
65,12.0,0.2506210477710003,0.627860241290182,0.2612915749967646,5.619032632478011,5.980274775821126e-7,5.980274775821124e-7
66,15.0,0.36823991023777053,0.7001124265370892,0.2613423079412336,0.7777605797167867,0.0000012654616957436814,0.000001265461695743681
67,76.0,1.2506347080890183,3.0080983590160026,0.27581967213114755,7432.235407299501,0.000026656492088175303,0.000026656492088175296
68,9.0,0.1334380629707202,0.8281529568790575,0.2612408617454875,1.2000000000000002,2.1490534061785674e-7,2.149053406178567e-7
69,10.0,0.24501542639847612,0.5535565057536588,0.26125776397515527,1.61717511246923,5.930609988819567e-7,5.930609988819567e-7
70,2.0,0.10485687147740393,0.3036990410124418,0.26112260734609416,0.0,2.053790693507738e-7,2.0537906935077377e-7
71,3.0,0.10696825242802717,0.3998289840077632,0.2611394942766604,0.0,2.0671909986713047e-7,2.0671909986713045e-7
72,24.0,0.4613266858034369,1.0679162847911357,0.26149462504856885,14.773235691610306,7.24041233497667e-7,7.240412334976669e-7
73,10.0,0.17556526753616636,0.6196494736475868,0.26125776397515527,4.904004329004329,2.45807837425103e-7,2.4580783742510296e-7
75,14.0,0.3218326137990691,0.6893019836628809,0.26132539477090344,2.077692331399425,9.412489724408696e-7,9.412489724408695e-7
76,3.0,0.12684636026363633,0.3273366490742774,0.2611394942766604,0.0,2.1829726027810077e-7,2.1829726027810072e-7
77,6.0,0.145292909433346,0.47609630908118555,0.26119016817593793,2.083333333333333,2.3573563790048241e-7,2.357356379004824e-7
78,9.0,0.1287314511660274,0.8371009046575637,0.2612408617454875,0.0,2.1467477959874642e-7,2.146747795987464e-7
79,12.0,0.32663807630671654,0.5988920595031232,0.2612915749967646,0.1701106301106301,4.96883349677572e-7,4.968833496775717e-7
80,23.0,0.2659595984445336,1.2242464838302116,0.2679140127388535,1300.8662375189872,5.750777480599364e-7,5.750777480599363e-7
81,3.0,0.10589875963517599,0.4254437363648322,0.2611394942766604,0.5,2.2905460209493232e-7,2.2905460209493232e-7
82,34.0,0.5003166270740795,1.503413873258978,0.26166407465007774,59.98288475752949,8.866073247732364e-7,8.866073247732363e-7
83,7.0,0.14938572117380927,0.5509966883051677,0.2612070638463031,0.75,2.3271447992429913e-7,2.3271447992429907e-7
84,13.0,0.2288701423151967,0.7482177111378403,0.2613084837895554,11.353549146931497,4.368121898715918e-7,4.3681218987159177e-7
85,14.0,0.2709415481709759,0.7165801115334036,0.26132539477090344,4.101945228261018,6.145428187878199e-7,6.145428187878198e-7
86,6.0,0.12295340523334104,0.5874482401442949,0.26119016817593793,0.0,2.1091977307373722e-7,2.109197730737372e-7
87,13.0,0.38802808405091055,0.6768086289055647,0.27463782901448686,377.0404115750668,0.000025341383248546078,0.000025341383248546068
88,20.0,0.3020294490521796,1.113030824958696,0.26142690664249646,37.084444444444436,7.711379733889825e-7,7.711379733889824e-7
89,8.0,0.1218251375719835,0.8841682274549384,0.2612239617026782,2.6999999999999993,2.1321989080156017e-7,2.1321989080156014e-7
90,2.0,0.10329837643890911,0.35392574401048466,0.26112260734609416,0.0,2.0532901908508048e-7,2.0532901908508045e-7
91,8.0,0.11866241503661897,0.9159446329183992,0.2612239617026782,2.25,2.1311884158716369e-7,2.1311884158716363e-7
92,21.0,0.23566973913366424,1.1209863324169422,0.2614438329556491,5.577525252525254,2.543225107192704e-7,2.543225107192703e-7
93,8.0,0.13197370636870615,0.7130942049087026,0.2612239617026782,0.7666666666666667,2.135388136971532e-7,2.1353881369715317e-7
94,22.0,0.27177998118022556,1.1617321757817987,0.26146076146076147,17.426884920634922,4.2426813743067585e-7,4.242681374306758e-7
95,6.0,0.11464488752590725,0.6987187871200149,0.26119016817593793,0.5,2.105575687193127e-7,2.1055756871931268e-7
96,9.0,0.17009143769757357,0.5744613242801279,0.2612408617454875,6.3868797868797875,4.035989523116121e-7,4.0359895231161204e-7
97,3.0,0.10660756871367923,0.432014383864589,0.2611394942766604,0.3333333333333333,2.0665145400091948e-7,2.0665145400091945e-7
98,49.0,0.8364549605813584,1.949148432075163,0.26191866121813584,55.03977988063437,0.0000018548053582020419,0.0000018548053582020417
99,13.0,0.14672027265168636,1.1517924581887198,0.2613084837895554,6.652380952380953,2.2019926636284455e-7,2.201992663628445e-7
100,9.0,0.15561983777080896,0.685981721233111,0.2612408617454875,4.333333333333333,2.6194285634913826e-7,2.619428563491382e-7
101,19.0,0.22276969254562046,1.0362641777581305,0.2614099825208778,6.431349206349206,2.4710203700880873e-7,2.471020370088087e-7
102,6.0,0.12193180840787406,0.5947691817025771,0.26119016817593793,0.0,2.1088709071187419e-7,2.1088709071187416e-7
103,16.0,0.4983418490570504,0.7361305853584782,0.2746938775510204,767.7180400569745,0.00002508320068588424,0.000025083200685884232
104,32.0,0.6040038579322928,1.351891541585792,0.2616301671634055,24.578726915302354,0.0000014265774023138958,0.0000014265774023138956
105,14.0,0.3003889174193493,0.7099415004253389,0.26132539477090344,3.328335044585045,6.334297347790242e-7,6.334297347790242e-7
106,8.0,0.17065942576516063,0.5014237101451727,0.2612239617026782,2.9658730158730156,3.964418413924414e-7,3.9644184139244135e-7
107,1045.0,64.8487077676524,27.084214283665645,0.45969945355191255,3916560.144440743,0.00016726671464135118,0.00016726671464135118
108,13.0,0.1952794376026024,0.7805856107734144,0.2613084837895554,2.8377344877344877,4.007566358778774e-7,4.0075663587787746e-7
109,37.0,0.6649969903934281,1.565830976734287,0.26171495236243436,47.17348406321854,0.0000019065860637286574,0.000001906586063728657
110,5.0,0.11281357765323648,0.602927519877267,0.2611732746911584,0.0,2.0928318734519385e-7,2.092831873451938e-7
111,14.0,0.16406159190023045,1.1340811841364482,0.26132539477090344,12.465873015873017,2.2185331828956333e-7,2.2185331828956328e-7
112,3.0,0.10875828453355936,0.3959129978320562,0.2611394942766604,0.0,2.0671970936374053e-7,2.067197093637405e-7
