common_neighbors,resource_allocation_index,jaccard_coefficient,adamic_adar_index,preferential_attachment,label
1,1.0458188785650098,0.5491071428571429,25.54964270555538,30072,1
6,0.9068319741465881,0.6995305164319249,29.11592918572287,32680,1
1,0.7666040097373843,0.41379310344827586,11.47485950898848,6195,1
5,0.901422202485256,0.5677966101694916,15.44161453091261,8374,1
1,0.2910174494008599,0.30952380952380953,3.332758668672086,756,1
2,0.08484589897633377,0.13157894736842105,1.2096570969575278,252,1
7,0.6593328052507282,0.4063926940639269,18.019217553230188,22692,1
27,1.1993428749174395,0.861904761904762,35.86440575997061,38200,1
1,0.4021871949086213,0.3812154696132597,13.365399159419061,15096,1
1,0.14175906984325395,0.06451612903225806,1.501176869041908,2070,1
3,0.8123048575023459,0.4069767441860465,9.149877844405308,3630,1
1,0.0755832177276119,0.05555555555555555,0.9559190795407528,1155,1
1,0.10315102552746071,0.23529411764705882,1.7959571953941693,441,1
0,0.5655107515777661,0.4697986577181208,14.443201988123253,11718,1
0,0.2868075628033422,0.14285714285714285,3.3403398097354726,2695,1
1,0.5349073544224767,0.3125,4.398166946091831,752,1
2,0.4271220051505909,0.31382978723404253,11.799082318037215,14790,1
0,0.22831497989643962,0.21794871794871795,3.9147401003596216,2016,1
1,0.44945244221262975,0.2923076923076923,11.630063529550386,12276,1
2,0.5651507893786601,0.31496062992125984,9.278603289532247,6960,1
4,0.5178545781277951,0.5027932960893855,17.40856241977764,17934,1
13,0.5343065377358047,0.24701195219123506,12.86058847642244,16836,1
1,0.10139735552407805,0.13978494623655913,2.6158756118688884,2613,1
3,0.5518840775318528,0.4,5.423285387442011,1104,1
9,0.9786129251354468,0.5588235294117647,10.237475332880473,2784,1
1,0.7592118674886079,0.8,5.180304006219199,320,1
0,0.5890914837600425,0.44545454545454544,10.892762238033281,6210,1
2,0.779794177528686,0.2857142857142857,15.207158637091867,20646,1
1,0.6416350603549832,0.32051282051282054,15.620563489994087,20088,1
0,2.32617573013047,0.17543859649122806,17.998468633357874,20801,1
1,0.14245161245132892,0.0783132530120482,2.8323895890932635,6450,1
3,0.6028525991595652,0.5714285714285714,20.14297010454407,20368,1
0,0.975572058660294,0.04093567251461988,5.206290071412277,5115,1
13,0.46833431179019414,0.52,3.8370025496643683,325,1
1,0.0773271419704332,0.1,1.5089967805747335,1272,1
1,0.6748664822347394,0.3811659192825112,17.444280067312324,21952,1
2,0.49517388816466124,0.2413793103448276,5.477098501813811,2816,1
7,0.5516849136450899,0.4489795918367347,13.645124715550526,10790,1
0,0.7354296062594657,0.609375,16.498063271777546,10584,1
1,0.5793381850646644,0.5208333333333334,19.364965809024525,20020,1
1,1.0616572718317396,0.5555555555555556,27.693187939062085,35717,1
0,0.35615317986678713,0.38738738738738737,8.876276328981739,5088,1
1,0.43566072098600295,0.34810126582278483,11.187715472698338,11300,1
4,1.070169096913018,0.5342465753424658,18.064799807976783,12060,1
16,1.2062988095027316,0.7136563876651982,32.472064145260795,37180,1
2,1.086796537158406,0.7330508474576272,34.0203528080504,41548,1
15,0.9357033705478254,0.8333333333333334,5.31079569726324,270,1
9,0.6729920651933405,0.5641025641025641,6.235752361734372,888,1
1,0.5831292048923998,0.391304347826087,16.30229878370318,19055,1
2,0.7444012086574282,0.6190476190476191,4.458824971094972,289,1
7,0.8441906860636141,0.4492753623188406,14.342305911046754,9711,1
1,0.22989732744100366,0.21428571428571427,6.093971226600617,6136,1
0,0.09253887680283618,0.06666666666666667,0.7960142047855485,576,1
3,0.7395426065618731,0.39790575916230364,16.04470587694935,16830,1
1,0.5670559279430247,0.5294117647058824,3.181470666944265,153,1
3,0.6449804290286032,0.5833333333333334,4.444260643114077,357,1
0,1.0324054837169419,0.021215043394406944,7.114294406703958,22814,1
1,0.7030352293455182,0.375,11.771877357872524,8610,1
0,0.26831131846030604,0.25,2.3148242259956957,391,1
1,0.2685472985423473,0.22988505747126436,7.929214076650409,10005,1
4,1.2066737225433213,0.7973568281938326,35.864474722619406,41612,1
1,0.06448334667702697,0.09375,1.7834026649613408,2484,1
1,0.1676309868209579,0.2,0.7021180345824838,20,1
3,0.44138813338655264,0.4782608695652174,7.580103758653783,2565,1
11,0.2815258821111973,0.30952380952380953,3.3138824762128425,574,1
1,0.34008282105199267,0.3490566037735849,7.743219974306129,5106,1
5,0.7892387240831789,0.875,4.7846199487867676,225,1
1,0.17941186937751055,0.14285714285714285,4.505427814945469,6655,1
2,0.3069545680600005,0.2608695652173913,4.325360677284526,1586,1
0,0.15433577770466114,0.3695652173913043,3.5477152640024365,882,1
0,0.058427215658092196,0.043478260869565216,0.8697259367733579,1863,1
1,0.5515680405567742,0.25287356321839083,5.796345565326383,2950,1
1,0.6120590730444531,0.42,9.846862822678293,4465,1
2,0.5333164186868865,0.4129032258064516,13.267341093717553,11834,1
1,0.8549192345238499,0.5255102040816326,21.289934486465377,21480,1
4,0.7395933723139605,0.6842105263157895,4.450301088003008,252,1
15,0.846177982980039,0.7382198952879581,27.508189047333186,27556,1
15,0.5582767627503347,0.5119047619047619,9.820560318122602,3900,1
3,0.3472364936090566,0.3333333333333333,3.47204484404646,667,1
1,0.9009953585457663,0.875,6.6318739214932805,506,1
1,0.5936472295901528,0.4426229508196721,6.806958212193678,1855,1
1,0.13810719032777766,0.056962025316455694,2.094102728375015,5640,1
6,0.2804267075896838,0.3333333333333333,1.8869646001552292,108,1
1,0.39263386571823095,0.39473684210526316,4.051013398345597,702,1
2,0.3806032895343198,0.2465753424657534,4.5537959610497385,2068,1
1,0.10204808366996927,0.11363636363636363,1.2161817362329266,580,1
1,0.5126289514384583,0.38461538461538464,6.2869179659610355,1961,1
15,0.8410258579582491,0.7253886010362695,27.28867570949926,27612,1
0,0.7734810940693293,0.02346041055718475,3.414475036043907,2728,1
1,0.5541758046493396,0.36666666666666664,15.44627880318475,19780,1
4,0.5981032960989043,0.4740740740740741,13.475674844307882,9660,1
0,0.03747166187429615,0.05333333333333334,0.8253858188699263,1054,1
5,0.5275880678824535,0.4972677595628415,17.61470680464378,17985,1
1,0.36129689569935597,0.27884615384615385,6.550737310655263,3870,1
0,2.8185447304542977,0.08477842003853564,25.204328215681855,92293,1
